protocol,flow_duration,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_mean,flow_byts_s,flow_pkts_s,flow_iat_std,flow_iat_min,fwd_iat_tot,fwd_iat_min,bwd_iat_tot,bwd_iat_min,fwd_psh_flags,fwd_urg_flags,bwd_pkts_s,fin_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,down_up_ratio,init_fwd_win_byts,init_bwd_win_byts,fwd_seg_size_min,active_mean,idle_mean,label
17,35489,2,2,94,256,47,0,128,9862.210826,112.7109809,11033.71675,345,35144,35144,22694,22694,0,0,56.35549043,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,30423,2,0,0,0,0,0,0,0,65.73973638,0,30423,30423,30423,0,0,0,0,0,0,0,0,1,0,0,32738,-1,20,0,0,DDOS attack-HOIC
17,1565,1,1,42,72,42,0,72,72843.45048,1277.955272,0,1565,0,0,0,0,0,0,638.9776358,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
6,25156,3,4,291,935,97,168.0089283,233.75,48735.88806,278.2636349,6405.537219,4,14203,382,25148,19,0,0,159.0077914,0,1,1,0,0,1,65535,219,20,0,0,DDOS attack-HOIC
6,1,1,1,0,0,0,0,0,0,2000000,0,1,0,0,0,0,0,0,1000000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
17,2014,1,1,34,103,34,0,103,68023.83317,993.0486594,0,2014,0,0,0,0,0,0,496.5243297,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,4138243,9,12,1262,1659,140.2222222,208.2581198,138.25,705.8551177,5.074617416,238450.0542,23,4138243,226,3956877,641,0,0,2.899781381,0,1,1,0,0,1,8192,62872,20,0,0,Benign
6,25,2,0,0,0,0,0,0,0,80000,0,25,25,25,0,0,0,0,0,0,0,0,1,0,0,258,-1,20,0,0,Benign
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,30240,2,0,0,0,0,0,0,0,66.13756614,0,30240,30240,30240,0,0,0,0,0,0,0,0,1,0,0,32738,-1,20,0,0,DDOS attack-HOIC
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,576,3,4,161,488,53.66666667,92.95339334,122,1126736.111,12152.77778,64.60340548,0,297,107,421,0,0,0,6944.444444,0,0,1,0,0,1,8192,149,20,0,0,Benign
6,173,2,0,0,0,0,0,0,0,11560.69364,0,173,173,173,0,0,0,0,0,0,0,0,1,0,0,256,-1,20,0,0,Benign
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,1,1,1,0,0,0,0,0,0,2000000,0,1,0,0,0,0,0,0,1000000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,17640,3,4,324,935,108,187.0614872,233.75,71371.88209,396.8253968,5260.858979,4,13403,272,17636,20,0,0,226.7573696,0,1,1,0,0,1,65535,219,20,0,0,DDOS attack-HOIC
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
6,11252361,4,4,630,972,157.5,315,243,142.3701213,0.710961904,2768736.962,6,6252389,47,11252355,340,0,0,0.355480952,0,0,1,0,0,1,26883,220,32,346,6251692,DoS attacks-GoldenEye
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,11377,3,4,284,935,94.66666667,163.9674764,233.75,107145.9963,615.2764349,3369.629856,3,8801,332,11373,21,0,0,351.5865342,0,1,1,0,0,1,65535,219,20,0,0,DDOS attack-HOIC
6,1146,3,4,161,488,53.66666667,92.95339334,122,566317.6265,6108.202443,147.1556999,39,468,131,870,39,0,0,3490.401396,0,0,1,0,0,1,8192,149,20,0,0,Benign
6,86255653,2,0,0,0,0,0,0,0,0.023186886,0,86255653,86255653,86255653,0,0,0,0,0,0,0,0,1,0,0,62562,-1,20,0,86255653,Benign
6,1818840,6,5,455,338,75.83333333,62.93621109,67.6,435.9921708,6.047810693,244605.4771,69,1818768,260490,1818771,260466,0,0,2.74900486,0,0,1,0,0,0,8192,0,20,0,0,Benign
17,79822,1,1,48,305,48,0,305,4422.339706,25.05574904,0,79822,0,0,0,0,0,0,12.52787452,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,290,3,0,77,0,25.66666667,23.45918441,0,265517.2414,10344.82759,176.7766953,20,290,20,0,0,1,0,0,0,0,0,1,0,0,258,-1,20,0,0,Benign
6,1,1,1,0,0,0,0,0,0,2000000,0,1,0,0,0,0,0,0,1000000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,18,2,1,31,0,15.5,21.92031022,0,1722222.222,166666.6667,2.828427125,7,18,18,0,0,1,0,55555.55556,0,0,0,1,0,0,237,0,20,0,0,Benign
6,203540,3,1,0,0,0,0,0,0,19.65215682,116577.0256,45,203540,1038,0,0,0,0,4.913039206,0,0,1,0,0,0,8192,8192,20,0,0,Benign
6,4145836,9,13,1731,1442,192.3333333,386.0744747,110.9230769,765.3462414,5.30652925,249019.7263,63,3542764,63,4040329,17928,0,0,3.135676375,0,1,1,0,0,1,8192,256,20,0,0,Benign
6,1923821,10,7,675,301,67.5,67.96608631,43,507.3237063,8.83658095,188044.905,27,1923821,73,1266116,202,0,0,3.638592156,0,1,1,0,0,0,8192,63325,20,0,0,Benign
6,1958010,2,0,0,0,0,0,0,0,1.021445243,0,1958010,1958010,1958010,0,0,0,0,0,0,0,0,1,0,0,226,-1,32,0,0,DoS attacks-GoldenEye
17,448,1,1,32,128,32,0,128,357142.8571,4464.285714,0,448,0,0,0,0,0,0,2232.142857,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,100014697,2,2,16,0,8,0,0,0.159976488,0.039994122,57743507.91,2,100014694,100014694,100014695,100014695,1,0,0.019997061,0,0,0,1,0,1,211,219,32,2,100014692,DoS attacks-Slowloris
6,16494633,11,13,1208,7514,109.8181818,178.6252044,578,528.7780577,1.455018733,2373172.043,0,10498093,221,16468200,0,0,0,0.788135147,0,0,1,0,0,1,8192,35,20,261393.5,7985923,Benign
17,14475,1,1,47,128,47,0,128,12089.81002,138.1692573,0,14475,0,0,0,0,0,0,69.08462867,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,1,1,1,0,0,0,0,0,0,2000000,0,1,0,0,0,0,0,0,1000000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,171473,3,1,0,0,0,0,0,0,23.32728768,98917.72122,1,171473,1,0,0,0,0,5.83182192,0,0,1,0,0,0,8192,8192,20,0,0,Benign
6,87958496,2,0,0,0,0,0,0,0,0.022737997,0,87958496,87958496,87958496,0,0,0,0,0,0,0,0,1,0,0,63325,-1,20,0,87958496,Benign
6,3,1,1,0,0,0,0,0,0,666666.6667,0,3,0,0,0,0,0,0,333333.3333,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
6,14971,2,0,0,0,0,0,0,0,133.5916104,0,14971,14971,14971,0,0,0,0,0,0,0,0,1,0,0,32738,-1,20,0,0,DDOS attack-HOIC
6,5008007,4,4,294,972,73.5,147,243,252.7951738,1.597441857,1891498.662,8,3062,369,5007998,217,0,0,0.798720928,0,0,1,0,0,1,26883,219,32,0,0,DoS attacks-GoldenEye
6,19925,3,4,267,935,89,154.1525219,233.75,60326.22334,351.3174404,5049.069119,3,10916,290,19918,26,0,0,200.7528231,0,1,1,0,0,1,65535,219,20,0,0,DDOS attack-HOIC
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
17,31762,1,1,30,119,30,0,119,4691.140356,62.96832693,0,31762,0,0,0,0,0,0,31.48416347,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,13630,2,0,0,0,0,0,0,0,146.7351431,0,13630,13630,13630,0,0,0,0,0,0,0,0,1,0,0,32738,-1,20,0,0,DDOS attack-HOIC
6,3389,2,0,0,0,0,0,0,0,590.1445854,0,3389,3389,3389,0,0,0,0,0,0,0,0,1,0,0,32738,-1,20,0,0,DDOS attack-HOIC
6,25,1,1,31,0,31,0,0,1240000,80000,0,25,0,0,0,0,0,0,40000,0,0,0,1,1,1,123,0,20,0,0,Benign
6,16318108,2,0,0,0,0,0,0,0,0.122563229,0,16318108,16318108,16318108,0,0,0,0,0,0,0,0,1,0,0,226,-1,32,0,16318108,DoS attacks-GoldenEye
17,1072,1,1,36,164,36,0,164,186567.1642,1865.671642,0,1072,0,0,0,0,0,0,932.8358209,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,11659375,4,4,318,972,79.5,159,243,110.6405789,0.686143125,2884016.008,4,6655416,90,11659371,356,0,0,0.343071563,0,0,1,0,0,1,26883,219,32,360,6654760,DoS attacks-GoldenEye
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
17,1039,1,1,40,101,40,0,101,135707.411,1924.927815,0,1039,0,0,0,0,0,0,962.4639076,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,3035831,3,0,0,0,0,0,0,0,0.988197301,704246.5343,1019938,3035831,1019938,0,0,0,0,0,0,0,1,0,0,0,26883,-1,40,0,0,DoS attacks-Slowloris
6,3,1,1,0,0,0,0,0,0,666666.6667,0,3,0,0,0,0,0,0,333333.3333,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
6,116788787,14,13,867,3567,61.92857143,84.85686073,274.3846154,37.96597357,0.231186578,15800000,0,117000000,165,117000000,0,0,0,0.111312056,0,1,1,0,0,0,8192,118,20,213888,58100000,Benign
6,115512121,16,15,442,1771,27.625,107.5675757,118.0666667,19.15816263,0.268370105,4848595.286,1,115512121,224,110418164,1,0,0,0.129856502,0,0,1,0,0,0,8192,946,20,34011.90909,10003994.09,Benign
6,3,1,1,0,0,0,0,0,0,666666.6667,0,3,0,0,0,0,0,0,333333.3333,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
17,88290,2,2,138,302,69,0,151,4983.576849,45.30524408,37144.68942,38,17074,17074,38,38,0,0,22.65262204,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
17,438,1,1,40,56,40,0,56,219178.0822,4566.210046,0,438,0,0,0,0,0,0,2283.105023,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
17,403,1,1,55,71,55,0,71,312655.0868,4962.779156,0,403,0,0,0,0,0,0,2481.389578,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,48256639,2,0,0,0,0,0,0,0,0.041445075,0,48256639,48256639,48256639,0,0,0,0,0,0,0,0,1,0,0,226,-1,32,0,48256639,DoS attacks-GoldenEye
6,1744503,2,0,0,0,0,0,0,0,1.146458332,0,1744503,1744503,1744503,0,0,0,0,0,0,0,0,1,0,0,226,-1,32,0,0,DoS attacks-GoldenEye
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
6,1,1,1,0,0,0,0,0,0,2000000,0,1,0,0,0,0,0,0,1000000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,88304,5,3,518,972,103.6,231.6566425,324,16873.52781,90.59612249,26895.66025,4,88304,43,15361,1474,0,0,33.97354593,0,0,1,0,0,0,26883,219,32,0,0,DoS attacks-GoldenEye
6,4191660,14,10,1438,1731,102.7142857,191.2217515,173.1,756.0250593,5.72565523,233367.7995,79,4191660,63026,4170064,5686,0,0,2.385689679,0,1,1,0,0,0,8192,62562,20,0,0,Benign
17,254,1,1,37,53,37,0,53,354330.7087,7874.015748,0,254,0,0,0,0,0,0,3937.007874,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,15854,2,0,0,0,0,0,0,0,126.1511291,0,15854,15854,15854,0,0,0,0,0,0,0,0,1,0,0,32738,-1,20,0,0,DDOS attack-HOIC
6,5,1,1,0,0,0,0,0,0,400000,0,5,0,0,0,0,0,0,200000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,25926231,12,4,3104,662,258.6666667,191.037994,165.5,145.2582907,0.617135595,2453203.665,25,20924334,343,24899059,5002203,0,0,0.154283899,0,0,1,0,0,0,26883,219,32,3809545.5,6652468.5,DoS attacks-GoldenEye
6,29326,2,0,0,0,0,0,0,0,68.1988679,0,29326,29326,29326,0,0,0,0,0,0,0,0,1,0,0,32738,-1,20,0,0,DDOS attack-HOIC
6,17995,3,4,274,935,91.33333333,158.1939738,233.75,67185.32926,388.9969436,5128.646348,4,12956,297,17988,20,0,0,222.2839678,0,1,1,0,0,1,65535,219,20,0,0,DDOS attack-HOIC
6,22436,3,4,291,935,97,168.0089283,233.75,54644.32163,311.9985737,5638.86076,3,11475,375,22433,23,0,0,178.2848993,0,1,1,0,0,1,65535,219,20,0,0,DDOS attack-HOIC
6,28597,2,0,0,0,0,0,0,0,69.93740602,0,28597,28597,28597,0,0,0,0,0,0,0,0,1,0,0,32738,-1,20,0,0,DDOS attack-HOIC
6,117219759,22,39,940,33794,42.72727273,70.7760935,866.5128205,296.3152313,0.520390082,10566351.78,0,117219759,198,117199184,0,0,0,0.332708413,0,0,1,0,0,1,8192,123,20,184603,58378210.5,Benign
6,115347432,24,30,3042,4051,126.75,306.2522759,135.0333333,61.49248299,0.468150864,3965391.705,0,115336517,295,115336413,0,0,0,0.260083814,0,0,1,0,0,1,8192,16407,20,878863.4545,9606274.455,Benign
6,17124,3,4,349,935,116.3333333,201.4952439,233.75,74982.48073,408.7829946,4439.782652,4,10501,314,17118,19,0,0,233.5902826,0,1,1,0,0,1,65535,219,20,0,0,DDOS attack-HOIC
6,13505,2,0,0,0,0,0,0,0,148.0932988,0,13505,13505,13505,0,0,0,0,0,0,0,0,1,0,0,32738,-1,20,0,0,DDOS attack-HOIC
6,11975133,4,4,452,972,113,226,243,118.9130843,0.668051035,2975967.967,3,6972802,319,11975130,1046,0,0,0.334025518,0,0,1,0,0,1,26883,219,32,1049,6971460,DoS attacks-GoldenEye
6,22262660,2,0,0,0,0,0,0,0,0.089836525,0,22262660,22262660,22262660,0,0,0,0,0,0,0,0,1,0,0,221,-1,32,0,22262660,DoS attacks-GoldenEye
17,314,1,1,38,70,38,0,70,343949.0446,6369.426752,0,314,0,0,0,0,0,0,3184.713376,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,235,3,0,77,0,25.66666667,23.45918441,0,327659.5745,12765.95745,133.6431816,23,235,23,0,0,1,0,0,0,0,0,1,0,0,254,-1,20,0,0,Benign
6,3,1,1,0,0,0,0,0,0,666666.6667,0,3,0,0,0,0,0,0,333333.3333,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,1,2,0,0,0,0,0,0,0,2000000,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,189,-1,20,0,0,Benign
6,5,1,1,0,0,0,0,0,0,400000,0,5,0,0,0,0,0,0,200000,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
6,2771143,8,8,1128,1581,141,222.6233206,197.625,977.5749573,5.773790815,283868.4818,47,2771143,91,2631604,193465,0,0,2.886895407,0,1,1,0,0,1,8192,62872,20,0,0,Benign
17,1958,1,1,36,70,36,0,70,54136.87436,1021.45046,0,1958,0,0,0,0,0,0,510.7252298,0,0,0,0,0,1,-1,-1,8,0,0,Infilteration
17,824,1,1,29,84,29,0,84,137135.9223,2427.184466,0,824,0,0,0,0,0,0,1213.592233,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,15038,2,0,0,0,0,0,0,0,132.9964091,0,15038,15038,15038,0,0,0,0,0,0,0,0,1,0,0,32738,-1,20,0,0,DDOS attack-HOIC
6,83,2,0,0,0,0,0,0,0,24096.38554,0,83,83,83,0,0,0,0,0,0,0,0,1,0,0,278,-1,20,0,0,Benign
6,117725559,14,11,948,4863,67.71428571,99.4681461,442.0909091,49.36056409,0.212358304,16400000,5,118000000,50,118000000,12,0,0,0.093437654,0,1,1,0,0,0,8192,64,20,496956.5,58300000,Benign
6,29676,2,0,0,0,0,0,0,0,67.39452756,0,29676,29676,29676,0,0,0,0,0,0,0,0,1,0,0,32738,-1,20,0,0,DDOS attack-HOIC
6,4078295,14,9,1436,1731,102.5714286,191.0918886,192.3333333,776.5500044,5.639611651,258397.5308,90,4078295,60952,4051792,62508,0,0,2.206804559,0,1,1,0,0,0,8192,62564,20,0,0,Benign
6,18507,3,4,273,935,91,157.6166235,233.75,65272.59956,378.2352623,4705.540553,3,10778,364,18504,23,0,0,216.1344356,0,1,1,0,0,1,65535,219,20,0,0,DDOS attack-HOIC
6,3906731,11,7,1148,1581,104.3636364,202.2944748,225.8571429,698.5379848,4.607432659,538909.4676,54,3906731,311,3883022,20008,0,0,1.791779367,0,1,1,0,0,0,8192,62852,20,0,0,Benign
6,3,1,1,0,0,0,0,0,0,666666.6667,0,3,0,0,0,0,0,0,333333.3333,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
6,87258903,2,0,0,0,0,0,0,0,0.022920297,0,87258903,87258903,87258903,0,0,0,0,0,0,0,0,1,0,0,62564,-1,20,0,87258903,Benign
6,6134898,4,4,97,231,24.25,48.5,57.75,53.46462158,1.304015161,2291509.943,41,62085,107,6134756,294,0,0,0.65200758,0,0,1,0,0,1,8192,141,20,0,0,Benign
6,10,1,1,0,0,0,0,0,0,200000,0,10,0,0,0,0,0,0,100000,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
0,59068735,2,0,0,0,0,0,0,0,0.03385886,0,59068735,59068735,59068735,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,59068735,Benign
6,826,3,4,161,488,53.66666667,92.95339334,122,785714.2857,8474.576271,88.32364727,30,477,134,546,30,0,0,4842.615012,0,0,1,0,0,1,8192,149,20,0,0,Benign
6,108917,6,10,999,4871,166.5,232.9014813,487.1,53894.24975,146.9008511,10037.16029,1,91055,786,92508,1,0,0,91.81303194,0,0,1,0,0,1,8192,5379,20,0,0,Benign
17,645,1,1,32,60,32,0,60,142635.6589,3100.775194,0,645,0,0,0,0,0,0,1550.387597,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,1,1,1,0,0,0,0,0,0,2000000,0,1,0,0,0,0,0,0,1000000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,4,1,1,0,0,0,0,0,0,500000,0,4,0,0,0,0,0,0,250000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,83,2,0,0,0,0,0,0,0,24096.38554,0,83,83,83,0,0,0,0,0,0,0,0,1,0,0,279,-1,20,0,0,Benign
6,3,1,1,0,0,0,0,0,0,666666.6667,0,3,0,0,0,0,0,0,333333.3333,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
0,246276,5,0,0,0,0,0,0,0,20.30242492,116903.26,237,246276,237,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,Benign
6,1,1,1,0,0,0,0,0,0,2000000,0,1,0,0,0,0,0,0,1000000,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
6,99999858,2,2,16,0,8,0,0,0.160000227,0.040000057,57734941.47,2,99999856,99999856,99999856,99999856,1,0,0.020000028,0,0,0,1,0,1,211,219,32,2,99999854,DoS attacks-Slowloris
17,467,1,1,40,56,40,0,56,205567.4518,4282.655246,0,467,0,0,0,0,0,0,2141.327623,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,3,1,1,0,0,0,0,0,0,666666.6667,0,3,0,0,0,0,0,0,333333.3333,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
6,15970861,2,0,0,0,0,0,0,0,0.125228064,0,15970861,15970861,15970861,0,0,0,0,0,0,0,0,1,0,0,226,-1,32,0,15970861,DoS attacks-GoldenEye
6,1,1,1,0,0,0,0,0,0,2000000,0,1,0,0,0,0,0,0,1000000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
6,5501813,4,4,97,231,24.25,48.5,57.75,59.6167118,1.454066142,2052268.068,39,62020,104,5501642,266,0,0,0.727033071,0,0,1,0,0,1,8192,141,20,0,0,Benign
6,149039,9,8,510,7523,56.66666667,83.0737624,940.375,53898.64398,114.064104,15456.93603,1,149039,15,113095,1,0,0,53.67722542,0,0,1,0,0,0,8192,60,20,0,0,Benign
6,3,1,1,0,0,0,0,0,0,666666.6667,0,3,0,0,0,0,0,0,333333.3333,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
6,1002163,6,5,455,338,75.83333333,62.93621109,67.6,791.2884431,10.97625835,129250.8408,3,1002087,3,1002094,249474,0,0,4.989208342,0,0,1,0,0,0,8192,0,20,0,0,Benign
6,3,1,1,0,0,0,0,0,0,666666.6667,0,3,0,0,0,0,0,0,333333.3333,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,10,1,1,0,0,0,0,0,0,200000,0,10,0,0,0,0,0,0,100000,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
6,30182,2,0,0,0,0,0,0,0,66.26466106,0,30182,30182,30182,0,0,0,0,0,0,0,0,1,0,0,32738,-1,20,0,0,DDOS attack-HOIC
17,663,1,1,45,73,45,0,73,177978.8839,3016.591252,0,663,0,0,0,0,0,0,1508.295626,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,2853356,8,9,1128,1581,141,222.6233206,175.6666667,949.4083458,5.957896596,239427.5681,2,2853356,2,2744853,1436,0,0,3.154180551,0,1,1,0,0,1,8192,62872,20,0,0,Benign
6,5444,2,0,0,0,0,0,0,0,367.3769287,0,5444,5444,5444,0,0,0,0,0,0,0,0,1,0,0,32738,-1,20,0,0,DDOS attack-HOIC
6,2700303,2,0,0,0,0,0,0,0,0.740657623,0,2700303,2700303,2700303,0,0,0,0,0,0,0,0,1,0,0,221,-1,32,0,0,DoS attacks-GoldenEye
6,43,1,1,0,0,0,0,0,0,46511.62791,0,43,0,0,0,0,0,0,23255.81395,0,0,0,1,1,1,110,255,20,0,0,Benign
6,6015166,4,4,488,972,122,244,243,242.7198185,1.329971608,1865333.321,4,1012902,445,6015162,1133,0,0,0.664985804,0,0,1,0,0,1,26883,219,32,0,0,DoS attacks-GoldenEye
6,5626728,4,4,97,231,24.25,48.5,57.75,58.29320344,1.42178545,2099465.938,46,62049,112,5626560,230,0,0,0.710892725,0,0,1,0,0,1,8192,141,20,0,0,Benign
6,1,1,1,0,0,0,0,0,0,2000000,0,1,0,0,0,0,0,0,1000000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,118323972,46,92,1022,118229,22.2173913,58.16601262,1285.097826,1007.834659,1.166289448,7074749.751,0,118323972,143,118237001,0,0,0,0.777526299,0,0,1,0,0,2,8192,131,20,347348.5,58771042,Benign
6,7,1,1,0,0,0,0,0,0,285714.2857,0,7,0,0,0,0,0,0,142857.1429,0,0,0,1,1,1,288,256,20,0,0,Benign
6,2176634,5,5,580,1903,116,159.4067125,380.6,1140.752189,4.594249653,684641.5083,3,110035,420,2165953,3,0,0,2.297124827,0,0,1,0,0,1,8192,980,20,0,0,Benign
6,2270732,9,7,1128,1581,125.3333333,213.4830204,225.8571429,1193.007365,7.046185988,246477.9416,65,2270732,65,2133935,105619,0,0,3.08270637,0,0,1,0,0,0,8192,62872,20,0,0,Benign
6,3,1,1,0,0,0,0,0,0,666666.6667,0,3,0,0,0,0,0,0,333333.3333,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,0,2,0,31,0,15.5,21.92031022,0,inf,inf,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,980,-1,20,0,0,Benign
17,89479640,6,0,3000,0,500,0,0,33.52718004,0.06705436,15345114.27,4000415,89479640,4000415,0,0,0,0,0,0,0,0,0,0,0,-1,-1,8,4000415,21369806.25,Benign
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
6,4974539,2,0,0,0,0,0,0,0,0.402047305,0,4974539,4974539,4974539,0,0,0,0,0,0,0,0,1,0,0,237,-1,20,0,0,Benign
6,16366,3,4,336,935,112,193.9896904,233.75,77661.00452,427.7159966,4859.327471,3,12425,288,16360,24,0,0,244.4091409,0,1,1,0,0,1,65535,219,20,0,0,DDOS attack-HOIC
6,49,1,1,0,0,0,0,0,0,40816.32653,0,49,0,0,0,0,0,0,20408.16327,0,0,0,1,1,1,513,257,20,0,0,Benign
6,6814018,10,7,1132,1581,113.2,205.342424,225.8571429,398.1498141,2.494856926,864186.0247,72,6814018,72,6537777,156057,0,0,1.027294028,0,0,1,0,0,0,8192,62868,20,0,0,Benign
6,13248,2,0,0,0,0,0,0,0,150.9661836,0,13248,13248,13248,0,0,0,0,0,0,0,0,1,0,0,32738,-1,20,0,0,DDOS attack-HOIC
6,56,3,1,31,0,10.33333333,17.89785834,0,553571.4286,71428.57143,6.658328118,13,56,26,0,0,0,0,17857.14286,0,0,0,1,0,0,110,0,20,0,0,Benign
17,197,1,1,36,52,36,0,52,446700.5076,10152.28426,0,197,0,0,0,0,0,0,5076.142132,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,45,1,1,0,0,0,0,0,0,44444.44444,0,45,0,0,0,0,0,0,22222.22222,0,0,0,1,1,1,115,251,20,0,0,Benign
6,53,2,0,0,0,0,0,0,0,37735.84906,0,53,53,53,0,0,0,0,0,1,0,0,0,0,0,0,-1,20,0,0,Benign
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,113032,5,3,576,662,115.2,257.595031,220.6666667,10952.65058,70.7764173,42296.81543,6,113032,26,663,329,0,0,26.54115649,0,0,1,0,0,0,26883,219,32,0,0,DoS attacks-GoldenEye
6,0,2,0,0,0,0,0,0,,inf,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,20,0,0,Benign
